releve_num,Tmx,Tmy,SMCF_area_p,con_len,tri_mean_p,veg_di,near_dist,edge_len,specialist_richness,richness,buffer
17911,224052,2505944,0.437587899,1841.548996,400.5485338,1.208778518,164.3274519,8242.415289,3,28,1000
16679,279230,2715107,0.964890162,6000.827725,264.9082894,1.06659286,187.2678985,2893.0579,6,24,1000
16523,290219,2735250,0.484318782,1738.472939,412.9085682,1.151058141,209.2607122,7124.550458,9,26,1000
16590,279948,2714874,0.989194455,5852.380984,193.5579366,0.780510764,353.7375386,1371.521196,9,38,1000
17908,223965,2506122,0.377000983,938.673233,385.5971715,1.225609597,134.7398376,7840.972574,8,26,1000
16662,279356,2714805,0.984310679,6122.74906,225.2786406,1.056779097,144.1857646,1851.32597,5,19,1000
17376,229525,2616262,0.818982552,4712.629856,294.2419737,0.868075538,29.04949832,7264.071815,8,21,1000
17874,225421,2511667,0.410710933,1559.183954,407.9971691,0.096581933,18.92734088,6541.315298,7,32,1000
16866,268145,2716591,0.842097221,5765.549714,384.5452409,1.206526313,28.26777915,6029.622924,4,23,1000
17830,241146,2575831,0.391139966,2185.620056,434.0556888,1.033723969,146.0394303,6874.300171,4,20,1000
18704,292832,2652502,0.403082782,1478.900024,308.5911885,0.327462778,249.1594065,6316.179531,10,31,1000
18263,252884,2526780,0.219515634,355.6221519,325.728658,0.690093097,175.2237397,6111.743118,5,20,1000
18702,292932,2652396,0.35510052,1344.77002,315.2048074,0.3563214,158.3693902,6053.825737,10,29,1000
17659,225034,2586544,0.67506165,3083.824776,367.8777953,0.01986133,297.2125837,6160.167969,6,18,1000
17465,269781,2654839,0.622765242,3648.591514,357.1562245,0.325694881,303.204359,4640.595433,6,20,1000
16473,286799,2718567,0.721341696,5185.100098,286.9637331,0.884881493,178.0613156,3519.719971,2,19,1000
17909,224030,2506039,0.401897022,1505.003037,391.5972538,1.223830399,185.7558286,8047.801077,6,25,1000
17991,222685,2501826,0.708686646,3519.598877,437.9619025,0.917691642,384.9828364,8127.946197,3,25,1000
17441,235083,2597400,0.857945704,5394.814961,322.0089463,1.349731799,285.0832658,6487.960492,9,19,1000
17523,269940,2652993,0.955521316,5607.923521,338.942025,1.657461108,423.1819675,3772.628761,8,30,1000
16664,279144,2714797,0.984947469,6186.84656,239.5168762,1.079242577,312.6381695,1794.275498,10,29,1000
17411,239533,2602836,0.644673863,2497.650902,352.6556433,0.802787138,371.6334847,7979.853281,10,34,1000
16883,256350,2709012,0.994856206,6102.350464,367.8549634,0.411562668,824.9954149,400.8038025,6,18,1000
16879,255633,2708893,0.92121731,5557.167158,387.7140413,0.30295329,319.6821005,2733.350677,4,20,1000
16878,256082,2708977,0.976591993,5711.509575,373.2845773,0.339882529,750.5386818,945.8849945,3,17,1000
16874,269666,2718658,1,6283.060485,287.5635517,0.648004635,1420.960544,0,4,21,1000
17439,234968,2597867,0.882965249,5290.834064,336.7557242,1.230237996,7.636060261,6451.287813,12,16,1000
17402,234982,2598263,0.809788697,4815.970009,339.7931749,1.044866151,150.7318833,7258.244589,10,23,1000
17433,235032,2598072,0.853780085,4847.127579,338.4918497,1.155688517,81.06769461,7020.284514,14,26,1000
17666,230023,2596776,0.99159605,5740.299805,245.9091771,0.501971965,878.684322,693.8040161,6,29,1000
16604,270862,2719970,0.999968165,6260.201019,310.8273656,0.37184865,990.7942782,31.0452003,7,19,1000
16873,268723,2719547,1,6283.09145,277.1701351,0.408686599,1301.251642,0,9,27,1000
17586,226346,2604115,0.6714598,4149.623715,316.8096726,0.621763141,78.60936606,4218.18606,5,21,1000
16605,271866,2720840,0.992919903,6274.48863,325.7328879,0.43290087,308.8095513,1691.228027,11,22,1000
17468,268911,2654343,0.949365074,5339.625694,319.2429929,0.84390241,537.0635055,2380.623114,5,13,1000
19345,294243,2732901,0.934311915,4082.442916,316.718233,0.738221666,718.5442992,3345.779999,9,16,1000
17610,240401,2618522,0.575326205,2433.039673,379.4470311,0.678710366,86.21496858,7445.379454,8,24,1000
17760,229948,2541289,0.928132756,5309.919922,357.8744343,0.783580637,519.5188428,4674.833893,4,18,1000
17563,271576,2657119,0.79712724,2226.893951,399.673196,0.615073632,478.0597864,5356.746775,6,26,1000
16853,269438,2719846,1,6283.068085,303.3923186,0.49573854,1516.607106,0,6,20,1000
16603,270676,2719920,1,6283.026569,306.8548381,0.472462456,1131.350137,0,6,12,1000
18004,224207,2525020,0.817109529,5293.051815,397.3916903,0.769835825,171.3901622,4196.025681,17,34,1000
17899,239219,2517466,0.837494311,4901.461142,226.9113332,0.779607357,463.1632694,3324.243897,6,18,1000
17547,269336,2652938,0.897819374,4590.481956,332.6724097,1.590136841,243.163438,8161.80371,9,23,1000
17841,235426,2530240,0.93890358,6266.129261,266.8956314,0.111130175,129.5598154,3524.517425,5,15,1000
19344,293730,2732614,0.643815552,3436.585876,324.1688407,0.816348835,210.7935465,4762.290957,8,22,1000
17587,226559,2604074,0.768449958,5016.710022,291.0673503,0.580802168,34.65836631,3486.65793,14,29,1000
16846,280695,2731796,0.803279263,3750.239834,315.3492988,0.965726995,5.459448211,5496.13097,9,26,1000
17485,269313,2653181,0.944838124,5590.087182,329.7659209,1.575523726,121.9725082,6457.963737,10,19,1000
19793,288815,2676166,0.907420497,5159.107801,359.8577464,0.797612497,136.2396567,11936.67541,7,23,1000
18818,304044,2670255,0.912775165,3862.893131,380.5390309,0.569750333,574.4646785,5603.899197,11,20,1000
18817,304041,2670121,0.934651429,4805.556261,372.944796,0.560467019,441.5014298,4298.371749,12,26,1000
16558,276737,2718353,0.968688914,5958.909149,341.3034686,0.642696423,642.5358599,2672.083038,8,22,1000
19680,264954,2581562,0.925741298,4775.803066,340.513681,0.536813091,761.2028068,2314.193489,6,22,1000
19745,280718,2657684,0.788588275,4201.684883,404.7108476,1.061688768,320.0282944,9225.294998,2,10,1000
19272,294214,2704666,0.927351693,4967.981934,351.6722789,0.68983808,632.2937934,2958.915962,9,20,1000
18951,306172,2667761,0.517635033,2998.090088,386.4124683,0.781292066,172.3780293,6291.651647,4,25,1000
18268,247413,2519008,0.734947581,3279.27002,347.4650452,0.121171258,509.5382313,5805.774078,7,21,1000
18868,289321,2676589,0.849940301,5040.769508,351.3338685,0.871730701,172.9409025,14175.78688,9,22,1000
18405,253211,2539285,0.977541751,6169.756855,291.339534,0,223.7115592,1454.787498,6,25,1000
18407,254314,2539214,0.835052629,4685.026978,380.6879013,0.098790227,10.53553678,10920.83368,7,20,1000
18848,291598,2674804,0.865010555,5241.013707,415.9504258,0.248380568,350.3499229,7576.394326,7,20,1000
18359,251129,2569723,0.869215247,4254.419342,362.664601,0.732081292,624.9256095,3563.415966,8,25,1000
16491,288922,2725519,0.786859148,3232.083969,353.30842,0.869910431,525.7064869,4650.056324,7,22,1000
18355,251477,2569067,0.720771388,3550.825019,322.0777393,0.815702433,221.4434439,5291.248852,4,20,1000
16490,289413,2725472,0.507391594,2259.851481,373.3985662,0.695153981,125.0886404,5344.612618,7,35,1000
19065,322335,2697979,0.551887108,2457.271226,258.0731769,0.959947185,283.8559233,10870.57986,8,22,1000
16785,287078,2713491,0.934255394,5009.200195,227.8100434,0.271368485,745.2096178,1779.819946,13,24,1000
19208,285454,2700204,0.879277518,4953.890991,354.2100031,0.720214496,380.6606488,4827.93076,10,24,1000
19062,322364,2697810,0.572033669,3197.676346,242.2562917,0.921362876,125.9112797,10613.24032,5,18,1000
18816,304089,2670039,0.95775047,5304.845578,369.0006915,0.544519952,373.6973443,3374.361269,11,22,1000
16452,295966,2737272,0.331081081,977.0489807,337.3124006,0.927978337,128.2914613,8393.965656,13,39,1000
17103,273395,2679856,0.807546233,3875.272512,282.5298005,0.88857432,36.39112919,6064.504084,6,13,1000
19708,273586,2606457,0.863274746,5699.270462,501.3772255,1.076488505,413.4464716,8060.697832,6,17,1000
17114,273890,2677595,0.90697704,5156.659912,322.8880471,1.172913084,276.13284,6502.416138,9,15,1000
18943,288346,2676260,0.84268189,3641.940306,390.3228737,0.78377033,328.7204472,11085.58307,8,22,1000
17549,270383,2653019,0.969773372,5546.687012,342.8254227,1.62337761,84.67723021,2671.807438,8,22,1000
19615,246888,2563215,0.980391595,5478.52594,355.6039373,0.576134304,743.1124962,3075.112,7,17,1000
18877,291160,2677390,0.977836151,6064.69899,412.3360038,1.415025173,84.31512348,2064.73307,13,31,1000
19541,251331,2560018,0.99984086,6232.39917,404.7231873,0.61462686,980.9161023,67.5718994,11,27,1000
19763,280600,2657972,0.669704997,3137.409914,415.6238816,0.890920847,286.0572292,10723.03307,4,13,1000
17726,237388,2583693,0.653485323,4052.259888,370.7676505,1.261909037,1.790443554,7434.858978,7,17,1000
18507,274919,2605106,0.922671879,5202.862434,354.3413004,0.831748819,57.11299273,9616.141945,7,23,1000
19796,288430,2676271,0.862151638,3726.330964,383.9116804,0.765275175,294.3215978,10917.21436,6,14,1000
16560,276850,2717692,0.993171095,6086.487533,333.2428242,0.692479912,579.7562139,1698.408497,10,25,1000
16569,277851,2716585,0.991324502,6282.828522,323.3201674,0.661304917,371.3712366,1948.66033,12,18,1000
18800,288632,2674715,0.693663317,4141.232605,401.8841312,1.299035293,168.1596227,5355.506541,7,17,1000
16676,279380,2714414,0.994453978,6282.789461,194.1412903,1.062953383,508.9848472,763.4119873,10,25,1000
16564,276162,2715440,0.990630611,6282.876806,310.2468,1.013579932,522.5698782,1694.421806,7,17,1000
16562,277798,2716578,0.991324502,6282.838089,324.104788,0.64015946,339.8440339,1948.66033,13,19,1000
16668,279110,2714706,0.986310092,6229.732258,233.4236302,1.09808593,390.7193479,1569.2239,8,20,1000
17842,235408,2529798,0.938598082,6148.668251,272.8282321,0.026567089,91.7136769,3573.242416,6,14,1000
18110,223241,2494630,0.738515238,3335.786669,415.1127149,0.802457763,158.8160878,9537.695604,7,19,1000
19776,282837,2658105,0.845252346,4522.684774,388.0741305,1.450658883,307.6907865,7590.185652,7,21,1000
16524,290347,2735276,0.515346897,1873.43306,412.0741772,1.107637151,130.8303425,6666.485864,10,26,1000
16847,279866,2731434,0.758329433,3348.887955,308.5348489,0.998190856,444.3028575,5287.356615,9,20,1000
19069,314443,2689103,0.991567282,6112.890137,413.801446,1.398656548,637.357922,1912.329956,6,13,1000
18931,303678,2681794,0.989654184,5772.586537,367.7296055,0.174813126,916.9443009,586.501007,10,18,1000
16443,295537,2733322,1,6282.376337,294.2094262,0.100180145,1304.071962,0,13,17,1000
19706,274559,2605351,0.887401828,5255.707068,384.1437749,0.820235739,173.4100479,11981.01898,11,23,1000
17522,269830,2653053,0.953789538,5959.894216,346.4372751,1.655329571,454.6707558,4587.122631,6,15,1000
16441,295638,2733993,0.99773608,6282.370085,310.2959256,0.371290337,834.6399876,536.6099854,8,14,1000
19142,297899,2704723,0.972587342,6099.182007,315.5471192,0.389044233,579.3740404,1880.783966,13,17,1000
16567,277578,2715963,0.984571989,6282.838253,323.7137179,1.067195927,613.5178913,2790.761328,10,17,1000
19733,292692,2652526,0.46327376,1791.919983,302.4116948,0.28008899,287.3323872,6243.104519,5,11,1000
19080,306818,2683978,0.999745249,6221.430929,254.5675993,1.098038837,974.973547,129.2520905,13,18,1000
16812,290821,2718109,0.968882634,6091.174034,126.8533292,0.661480379,389.778435,10011.74733,17,28,1000
17540,269135,2653470,0.960239391,5712.700613,309.4576073,1.516650933,87.33679692,4858.479113,6,12,1000
19081,306762,2684482,1,6282.12684,289.4308536,1.190589822,1018.463137,0,6,15,1000
18331,250382,2560004,0.960298035,6059.300926,401.9173791,1.062502398,441.9185777,3036.88089,10,21,1000
17900,238855,2515651,0.854469656,4675.25573,195.3285519,0.676190926,334.953622,3908.082931,6,12,1000
19614,246593,2562903,0.978300653,6083.989014,369.5183826,0.481733628,692.3511764,2745.315002,6,15,1000
19346,297056,2732604,0.904672141,5150.067099,312.3386084,0.413455383,414.1771711,2421.424988,15,31,1000
19063,320031,2698795,0.852803954,4603.899902,347.3117728,1.006727691,182.2389671,4007.210022,9,16,1000
19387,280413,2731696,0.836177474,4600.172089,314.3873323,1.0292105,183.183771,4449.165973,9,24,1000
19079,306787,2684004,0.999649717,6193.142487,255.7173735,1.103997287,972.9512268,188.9316825,14,27,1000
16570,277590,2716995,0.990312126,6282.839637,326.1108074,0.494093007,92.6684237,2308.858328,10,19,1000
16453,296279,2737382,0.264486475,773.199398,341.1201862,0.804200125,63.94350913,8092.218914,7,29,1000
16675,279413,2714466,0.994453978,6282.790672,195.7732069,1.05798784,453.8407614,763.4119873,9,21,1000
18201,239775,2515550,0.76583489,5624.203224,237.3476877,1.073795574,140.8497877,7078.141281,5,10,1000
16868,269866,2714902,0.963454039,6180.805939,308.5246939,1.440664978,548.9160125,1397.381989,6,10,1000
17844,235048,2529205,0.961138355,5809.4687,267.9185686,0,703.6241194,2811.496398,5,10,1000
16869,270156,2713913,1,6283.050049,312.8433036,1.164100803,1164.72669,0,6,14,1000
16778,289051,2714959,1,6282.540039,186.1676168,0.625890043,1162.04113,0,6,14,1000
19540,251018,2559894,1,6283.677814,412.4124803,0.761181573,1009.960573,0,11,21,1000
16788,296681,2723403,0.60024518,2857.121979,147.7797079,1.078492304,273.4503258,6477.095265,14,31,1000
17595,243695,2622151,0.760582924,4513.379883,445.7564234,1.499929891,172.1025019,4693.609863,11,16,1000
17541,269137,2653558,0.966418362,5980.144418,308.6669552,1.496052886,174.8022282,4072.371609,6,12,1000
19214,284847,2698974,0.948087301,4930.172873,288.4643063,1.041485646,760.0066794,2868.059444,13,18,1000
16865,269636,2717228,0.982965434,5991.385704,350.5206992,0.523748608,716.8036065,1148.797028,10,22,1000
16787,296640,2723299,0.590447533,2526.339683,150.2477149,1.094480346,269.2567435,7083.138048,20,38,1000
16563,276457,2715515,0.992372026,6237.32838,311.3555084,1.098058763,513.3274523,1302.152802,10,20,1000
18106,223203,2495164,0.795816549,4432.960518,415.4580094,0.716700355,237.4468136,7478.371366,12,23,1000
19618,251220,2571115,0.883070009,5891.230987,336.5989103,0.549343472,378.2735482,6963.219231,5,13,1000
17869,238136,2514971,0.771274818,4263.256836,187.3759209,0.684535913,248.8792455,4418.542053,5,12,1000
18108,223519,2493938,0.588554974,2669.573368,439.5385153,0.789776352,215.8367867,9676.750683,9,22,1000
19084,307381,2684661,0.980091137,6282.106983,321.3584726,1.143383549,535.8325978,1000.179993,13,24,1000
17895,239126,2515463,0.824892037,5597.308354,182.3024366,0.801127267,169.2790403,4675.797211,7,11,1000
18109,223316,2494307,0.668553483,3895.308975,421.9291962,0.809541784,106.2944305,9297.004067,9,25,1000
16885,261225,2710129,0.954579167,5869.970215,249.2763479,0.817967498,226.458494,2993.880005,4,15,1000
16442,295274,2733274,1,6282.381584,297.7540806,0.095677413,1090.930926,0,11,16,1000
18391,248596,2558716,1,6283.759155,280.0904597,0.568493302,1477.390439,0,6,23,1000
16870,269560,2716509,0.95551785,5569.2966,351.8965546,0.598417844,612.6436737,2539.425138,4,16,1000
18397,248253,2558945,1,6283.783323,272.2997328,0.674993153,1075.910245,0,4,17,1000
19764,280519,2658197,0.57731345,2852.716787,429.8564498,0.7693685,143.6696465,10319.74455,11,18,1000
18107,223149,2494980,0.787776102,3959.341425,416.8916156,0.771440642,277.6042099,9131.904682,12,27,1000
16444,295510,2733441,1,6282.372913,291.380127,0.162874597,1256.595021,0,14,16,1000
19619,251483,2571077,0.914203961,5689.073986,334.7414755,0.339051693,492.6685896,7099.329018,8,17,1000
17735,231901,2582426,0.667899227,2265.384987,342.7704572,0.274573707,23.1041099,6371.411438,3,23,1000
17973,232426,2566144,0.315959905,1781.192047,397.8445705,0.005464463,31.33231931,4907.394013,1,26,1000
16834,260914,2713450,0.645541012,3376.708916,333.8377693,1.229471219,308.659436,7204.043305,3,28,1000
16551,271246,2717757,0.689068862,3945.718018,291.9847269,0.731712133,94.02962536,4989.824127,4,27,1000
17724,232636,2581861,0.568554136,2018.373993,325.2743724,0.699258439,309.5781961,5751.008499,1,31,1000
17733,230576,2581408,0.232225956,306.6210022,327.7243858,1.017471245,125.2753008,7599.269974,0,32,1000
16864,257526,2719446,0.079800803,387.5239945,349.9823698,0.742077003,39.83534994,5904.567871,2,34,1000
18011,221329,2502613,0.586270093,1911.761948,377.772544,1.149391484,250.5375926,8195.63035,7,39,1000
17675,223026,2586749,0.398578347,746.1659851,291.2451151,0.329926151,86.99870558,7425.221867,3,29,1000
16884,255823,2708880,0.94152473,5448.614641,380.8311203,0.285481169,474.1886911,2208.998962,3,15,1000
17263,264403,2663678,0.442989339,1947.766006,333.5070608,0.465950037,146.535897,6518.285942,4,26,1000
17205,256739,2669670,0.672870393,1787.670044,408.1803128,1.152970567,205.1838694,9244.379944,3,23,1000
17593,241604,2622464,0.623424651,2515.993973,382.6028716,0.936621783,164.9092964,9738.117954,0,15,1000
19494,228589,2553876,0.463177456,3056.870201,357.8715992,0.523862602,23.28948972,6714.943235,3,27,1000
18703,293213,2652120,0.218545147,1260.709961,325.8151379,0.481021973,77.21718023,4788.238762,5,35,1000
18055,219409,2503282,0.300647473,927.1119995,276.6844911,0.024137271,50.08471723,6566.414032,3,34,1000
18093,221822,2494686,0.521115781,2590.352019,395.1428713,0.104287704,105.5659415,8098.946389,3,30,1000
17183,259347,2660212,0.429171216,846.8185807,316.6265966,0.364585002,371.1814902,5398.153152,1,25,1000
17775,227273,2554290,0.386561788,1783.006149,293.5580748,0.417925978,2.984873308,6696.205318,2,38,1000
17741,223896,2568218,0.383164694,1192.437988,284.7716654,0.504238684,51.17242096,8563.106842,3,34,1000
19066,322575,2697942,0.527481067,2606.75021,255.1035606,0.935363488,142.0373545,10418.12901,7,27,1000
17660,224287,2586375,0.480483777,1642.118687,393.5536279,0.032229802,350.1041837,6548.089729,4,28,1000
18261,251328,2525848,0.175096837,537.4071264,313.9381469,0.184126199,150.3160786,7475.215981,7,28,1000
17690,223606,2590232,0.352656866,622.1225281,262.6427719,0.276482761,22.43401538,7607.754082,5,38,1000
17919,228813,2553731,0.428310046,3374.618166,367.6768159,0.600103363,72.24696629,7677.285534,4,29,1000
17875,225227,2511699,0.336806903,1489.277985,408.3670575,0.112973926,48.8077058,5846.265265,5,38,1000
17473,269386,2654691,0.776120638,4120.944672,344.2366867,0.45110919,445.4332622,4465.045767,5,24,1000
17594,241000,2622727,0.393086965,2204.195007,335.2535259,0.903919603,136.6813916,7150.790154,0,18,1000
16824,279314,2736705,0.325980025,2036.215399,304.2059446,1.147118746,5.356282406,4802.464217,3,33,1000
18013,221773,2502028,0.628805788,2304.616463,387.7928317,0.828375303,181.60315,8281.28824,6,44,1000
16539,278782,2729677,0.31637504,668.5079956,284.5712037,0.560330923,242.408579,5179.031185,4,36,1000
17527,271857,2656910,0.900726469,4569.160515,384.4209904,0.605274846,561.7279115,3474.666643,4,24,1000
18082,224076,2490081,0.377710535,1878.77298,376.4774154,0.820656842,47.56744383,6242.115837,6,28,1000
17621,271853,2647957,0.357239043,1332.634949,290.3607968,0.858089796,214.7975808,7741.709778,2,29,1000
17721,231277,2581654,0.318348592,2291.90815,331.380935,0.734498188,43.53564182,6857.222412,3,29,1000
16592,279943,2714925,0.982674197,5846.47538,196.1001286,0.793180592,319.1886971,1690.108487,7,31,1000
16830,262119,2712625,0.929743306,5586.141815,289.9885995,0.850955697,655.4339056,3154.786049,2,26,1000
17182,259161,2660222,0.403674572,1276.678009,322.026524,0.381720769,277.8758776,4917.365112,1,24,1000
17357,246599,2637341,0.846291681,3983.310059,421.7428672,0.521421732,529.3501572,5356.139954,8,29,1000
17374,229717,2616182,0.857330147,5130.52541,280.012364,0.861550665,14.98080103,6420.669239,8,23,1000
16875,267972,2717296,0.864238168,5762.401213,339.0063822,1.335734052,317.1634589,6247.71244,3,26,1000
17277,262843,2663320,0.814043063,3768.250916,336.5674407,0.186997476,164.8168302,7423.691402,3,20,1000
17676,222741,2586681,0.372832765,653.353592,282.3846963,0.431795668,126.9057793,7460.670372,3,21,1000
17186,261377,2661171,0.572811887,2917.830078,325.811176,0.024431068,113.7471362,8031.970032,1,19,1000
17365,268297,2654723,0.888709205,4895.615984,304.682979,0.20346048,400.8338316,4015.130133,9,30,1000
17184,259595,2660036,0.457846052,640.5809937,312.1893543,0.370440095,288.7015818,5582.340279,1,23,1000
18078,224422,2490015,0.502545485,2527.490021,368.0510741,0.74151661,83.0284547,6742.968704,8,34,1000
16522,289787,2735348,0.326340222,1106.412979,409.1580601,1.288412858,3.661018175,7825.105367,5,24,1000
16872,268927,2717645,0.973246575,5970.791973,345.9702731,0.756324494,540.2260621,1810.015606,4,28,1000
18321,244707,2511646,0.358116043,1011.909973,364.8985026,0.801796531,110.3336125,6730.740051,1,13,1000
18696,289856,2658159,0.526566987,2668.142967,390.6450232,1.106423536,227.6750538,6589.689997,4,28,1000
19140,300542,2703979,0.830416563,5463.518028,286.2402179,1.02522497,386.5517257,7691.658577,4,25,1000
18618,288661,2659061,0.675404439,4936.224152,425.8227633,1.298434087,10.66799889,9057.838011,0,23,1000
18933,302133,2680393,0.433001213,2238.869019,367.7867075,0.802449086,188.0781569,5955.588486,2,24,1000
18652,288590,2659314,0.759775469,5183.851515,407.5929189,1.254058666,21.96191206,7483.52761,0,27,1000
19237,289892,2699679,0.850454673,4113.426559,305.6304432,0.995510821,522.5781545,7472.328365,6,34,1000
19274,293272,2706649,0.241241912,747.5040283,342.8007761,0,176.835472,4794.479981,4,28,1000
18057,219294,2503373,0.285634744,496.427146,277.473909,0,108.5250083,6745.298035,2,39,1000
18960,309037,2670628,0.505907117,2093.085918,432.7845575,0.024729298,137.9508016,9717.947925,12,31,1000
18275,248972,2525834,0.767136542,3145.673773,368.548499,0.775107288,319.6386612,5386.143005,2,11,1000
18847,291788,2674809,0.844830276,5231.853668,416.3557496,0.297941167,381.5760199,7756.16433,9,20,1000
18881,302546,2670029,0.604522311,4629.514351,383.0574034,0.728204843,169.7161714,8815.495353,7,25,1000
18952,306537,2667747,0.294691641,2205.475761,364.8287519,0.753898261,68.35591175,5854.405943,6,26,1000
18692,290557,2657984,0.645352021,3742.878645,339.4716068,1.117443367,277.5390009,7970.677407,9,29,1000
19640,249225,2526154,0.630692307,2073.518765,390.1946206,0.81869741,467.1472374,6587.842049,3,19,1000
18863,307418,2672182,0.382643752,1816.300018,466.5718867,0.283364944,200.4647295,6279.57782,5,28,1000
18957,310001,2669738,0.053549388,151.9806957,487.8227781,0.588641339,130.5843619,4470.356187,8,24,1000
18491,264707,2581753,0.816938621,4737.349224,344.4590267,0.813793893,517.2200341,6273.392546,3,19,1000
18531,274869,2602468,0.821645507,4739.004045,300.8440446,0.656478542,45.27863374,7361.451046,1,15,1000
17881,224188,2513043,0.26019613,2070.430284,303.2982738,0.701219716,13.14693476,5587.650085,5,38,1000
18356,251179,2569093,0.645559347,3386.409416,328.8029346,0.881691164,144.2828256,4580.58585,4,20,1000
18950,306948,2667670,0.110358466,900.0511094,363.9289547,0.387317219,20.73659794,4277.594704,2,22,1000
18490,264431,2581976,0.710291679,4327.391992,345.6263037,1.124991441,243.9884496,8477.480337,1,18,1000
18358,251506,2569703,0.971157304,5287.922844,360.0426358,0.535317181,817.5916946,1613.709389,7,26,1000
18693,290256,2658301,0.666915017,3375.726936,365.7578648,1.204204798,353.0367779,9578.057582,7,28,1000
18468,263247,2582658,0.675298424,3867.969107,452.5062232,0.948024268,230.9911314,4955.457632,7,25,1000
16521,289478,2735464,0.237426768,865.6013546,377.5632466,1.374606551,5.79161829,7761.362965,2,24,1000
18638,286324,2659524,0.584234104,3008.060059,412.3702141,0.571958237,261.3296909,3873.590927,5,33,1000
18932,303062,2681470,0.967771724,5347.424286,364.6512892,0.054932894,776.245214,1206.729996,7,22,1000
18607,290799,2657754,0.586843144,3184.533318,333.5220135,1.238755342,271.504046,9212.086876,1,19,1000
18360,250883,2569985,0.755300154,3210.215553,373.3010316,0.721581073,364.0363459,4174.574566,7,29,1000
18886,301816,2669458,0.941680147,5879.915678,372.0863055,1.133663992,135.6264669,3215.061081,3,14,1000
18467,263093,2584764,0.554243023,2825.587925,447.4226012,0.96067581,291.5975671,3387.696037,0,12,1000
18492,264741,2582040,0.696720633,3806.137036,337.9154549,0.973410469,344.0258937,6538.220153,2,16,1000
19750,281981,2627106,0.550787021,2592.512596,369.6453248,1.4618782,42.62074548,11007.21264,4,25,1000
19271,294361,2703733,0.999172135,6216.899822,356.550246,0.596738689,905.7440184,248.9410018,12,25,1000
18523,274882,2604984,0.961081257,5391.151104,359.4370182,0.804097435,58.64529594,8799.946367,9,25,1000
19213,285669,2698991,0.912468997,6068.753021,275.5451069,1.456786847,172.052917,6289.916039,3,34,1000
18335,251568,2559765,0.911562222,4249.313034,417.6204412,0.826455202,682.8375627,2393.244171,8,28,1000
17618,274234,2642663,0.759506042,2843.540039,338.3695202,1.463034062,115.2508709,8439.080139,0,9,1000
18876,291520,2677157,0.992221455,6260.185946,391.0267536,1.300945842,198.8354593,1914.141029,12,30,1000
16848,280059,2731414,0.756151762,3835.888683,312.53246,1.01704707,288.0636943,5039.218622,10,38,1000
18494,266411,2583929,0.797460376,4517.040039,414.3518295,0.811158211,417.309864,3388.840088,2,16,1000
18361,250979,2570325,0.807252346,4655.785956,380.3770165,0.583474227,290.2002768,4380.366966,7,23,1000
16862,257835,2721738,0.224437866,535.2857795,294.5546805,0.903732605,133.1972196,6095.542179,2,19,1000
