releve_num,Tmx,Tmy,SMCF_area_p,con_len,tri_mean_p,veg_di,near_dist,edge_len,specialist_richness,richness,buffer
16862,257835,2721738,0.355696718,217.9678784,282.7288725,0.915819846,133.1972196,4654.318909,2,19,750
16861,257583,2722197,0.380884284,928.0435486,308.7166407,0.6729343,67.71093517,5123.771881,2,23,750
18740,292657,2676638,0.987229273,4336.012146,379.5509654,1.173272964,618.7149728,515.6488876,5,26,750
17537,266293,2651439,0.454972693,950.8713646,370.2863627,1.184475171,78.08297585,4351.478623,2,24,750
18475,262313,2585829,0.722658925,3046.086639,360.8337098,0.930111405,209.7589085,2574.165661,3,19,750
18465,262233,2585289,0.93114435,3388.446472,379.8302455,0.85860838,591.8957819,1715.641682,5,20,750
18080,224620,2490252,0.778730024,1842.885403,374.7449052,0.635593178,134.489136,4703.046963,10,21,750
18606,291004,2657417,0.587635927,860.4689942,344.6905957,1.07507584,315.8373654,5791.777275,0,11,750
18862,307035,2671782,0.808616639,2774.822685,477.453413,0.44802606,375.0717462,4287.596632,8,21,750
17911,224052,2505944,0.813610691,2011.773903,375.1217972,1.009503069,164.3274519,2069.493198,3,28,500
16679,279230,2715107,0.965417897,3010.069541,331.5523667,1.072230114,187.2678985,1068.583708,6,24,500
16523,290219,2735250,0.766901931,1869.002731,426.0051949,1.067495754,209.2607122,2377.851828,9,26,500
16590,279948,2714874,0.984903349,3024.891188,220.3585839,0.492703643,353.7375386,553.8856011,9,38,500
17908,223965,2506122,0.718781624,1699.704033,393.8836513,0.849201349,134.7398376,2251.009392,8,26,500
16662,279356,2714805,0.977810468,3141.293473,306.9059142,0.705977512,144.1857646,763.4117108,5,19,500
17376,229525,2616262,0.768344364,2712.954544,302.8847263,0.621595829,29.04949832,1531.825943,8,21,500
17874,225421,2511667,0.679946282,1589.616951,399.5790133,0.190867355,18.92734088,3316.289914,7,32,500
16866,268145,2716591,0.729200495,2630.528488,447.0392517,1.006350864,28.26777915,3192.923073,4,23,500
17830,241146,2575831,0.591137276,623.1553955,467.894496,0.610734371,146.0394303,2630.52002,4,20,500
18704,292832,2652502,0.723278612,1371.991582,314.9529269,0.280205749,249.1594065,2543.294418,10,31,500
18263,252884,2526780,0.424492301,686.7521973,345.2926507,0.69191728,175.2237397,3043.159912,5,20,500
18702,292932,2652396,0.611091084,1102.04464,317.6284079,0.439490318,158.3693902,2775.892601,10,29,500
17659,225034,2586544,0.935369101,2504.107056,354.0391141,0,297.2125837,1210.302002,6,18,500
17465,269781,2654839,0.827097478,1929.544984,376.8919093,0,303.204359,1323.506989,6,20,500
16473,286799,2718567,0.643103519,2007.158177,320.0194148,0.016367629,178.0613156,1517.799446,2,19,500
17909,224030,2506039,0.771065029,1883.459694,383.1892949,0.935114718,185.7558286,2097.724366,6,25,500
17991,222685,2501826,0.936650904,2509.00042,411.2673021,0.525894405,384.9828364,1682.699593,3,25,500
17441,235083,2597400,0.891749788,2383.192745,355.4244739,1.131224314,285.0832658,1966.323954,9,19,500
17523,269940,2652993,0.986746322,2937.404583,313.4756036,1.146311074,423.1819675,522.2333069,8,30,500
16664,279144,2714797,0.982361265,3090.663388,320.2171385,0.89275576,312.6381695,492.0686093,10,29,500
17411,239533,2602836,0.945406305,2602.983887,312.9741459,0.303178209,371.6334847,1023.169983,10,34,500
16883,256350,2709012,1,3141.624504,372.1317003,0.061610688,824.9954149,0,6,18,500
16879,255633,2708893,0.962407489,2824.039358,391.1430794,0.239178946,319.6821005,441.1553955,4,20,500
16878,256082,2708977,1,3141.628701,392.6138315,0,750.5386818,0,3,17,500
16874,269666,2718658,1,3141.426514,303.1963283,0.395395334,1420.960544,0,4,21,500
17439,234968,2597867,0.910087384,3141.995266,324.3091844,1.044019805,7.636060261,1791.428957,12,16,500
17402,234982,2598263,0.887872122,2297.546397,349.9086137,0.984882918,150.7318833,1904.804949,10,23,500
17433,235032,2598072,0.882898045,2660.302595,339.2344649,1.054133962,81.06769461,2284.305045,14,26,500
17666,230023,2596776,1,3142.080566,234.2279745,0.206132948,878.684322,0,6,29,500
16604,270862,2719970,1,3141.40936,278.613661,0.341820311,990.7942782,0,7,19,500
16873,268723,2719547,1,3141.439758,264.6269204,0.124524082,1301.251642,0,9,27,500
17586,226346,2604115,0.57026363,1807.729065,264.6247762,0.503761351,78.60936606,1483.745941,5,21,500
16605,271866,2720840,0.983686876,3141.39502,310.8746544,0,308.8095513,554.7670288,11,22,500
17468,268911,2654343,1,3141.450623,315.0254064,0.399182089,537.0635055,0,5,13,500
19345,294243,2732901,1,3141.098663,310.7745256,0.589192958,718.5442992,0,9,16,500
17610,240401,2618522,0.627944816,1772.522778,353.2213982,0.597603399,86.21496858,2796.331864,8,24,500
17760,229948,2541289,1,3142.095459,377.0049029,0.606508119,519.5188428,0,4,18,500
17563,271576,2657119,0.999350487,3102.307556,405.6135804,0.572109911,478.0597864,62.160101,6,26,500
16853,269438,2719846,1,3141.429596,325.0790629,0,1516.607106,0,6,20,500
16603,270676,2719920,1,3141.412109,276.1511422,0.222617028,1131.350137,0,6,12,500
18004,224207,2525020,0.852571095,2440.05957,405.3965185,0.541414328,171.3901622,1295.150024,17,34,500
17899,239219,2517466,0.997439746,3035.796631,207.9061889,0.693012856,463.1632694,126.1549988,6,18,500
17547,269336,2652938,0.916571258,2902.347523,291.0844497,1.414225958,243.163438,1536.636517,9,23,500
17841,235426,2530240,0.945548059,2711.730961,252.1153263,0,129.5598154,1308.074169,5,15,500
19344,293730,2732614,0.842608952,2147.947968,330.8095027,0.362471322,210.7935465,1274.329956,8,22,500
17587,226559,2604074,0.6538581,1931.952766,246.7627185,0.254092132,34.65836631,1510.680138,14,29,500
16846,280695,2731796,0.919700331,2994.30114,321.9763191,0.590956361,5.459448211,1146.613007,9,26,500
17485,269313,2653181,0.904107251,3141.44512,304.27493,1.536360738,121.9725082,1818.47002,10,19,500
19793,288815,2676166,0.94087789,3065.367126,276.9554959,0.817766958,136.2396567,3432.519557,7,23,500
18818,304044,2670255,1,3140.992752,381.8713281,0.432581128,574.4646785,0,11,20,500
18817,304041,2670121,0.998080243,3127.736466,382.7997972,0.470369473,441.5014298,263.6159973,12,26,500
16558,276737,2718353,1,3141.328125,331.4704852,0.551041352,642.5358599,0,8,22,500
19680,264954,2581562,1,3141.523056,337.302892,0.298707128,761.2028068,0,6,22,500
19745,280718,2657684,0.927763385,2420.398308,425.9831446,0.864194024,320.0282944,1964.454701,2,10,500
19272,294214,2704666,1,3141.104111,331.3802074,0.599746286,632.2937934,0,9,20,500
18951,306172,2667761,0.548833542,1482.735535,355.6321667,0.694156571,172.3780293,2969.343099,4,25,500
18268,247413,2519008,1,3141.806885,353.6225023,0.261251691,509.5382313,0,7,21,500
18868,289321,2676589,0.772523704,2612.937296,348.3950804,0.264108153,172.9409025,6094.453357,9,22,500
18405,253211,2539285,0.927856737,2975.382324,278.214051,0,223.7115592,767.9689941,6,25,500
18407,254314,2539214,0.893496489,2772.438721,347.6703486,0,10.53553678,2139.159912,7,20,500
18848,291598,2674804,0.953641018,2767.099583,406.9813004,0,350.3499229,651.5982074,7,20,500
18359,251129,2569723,1,3141.736464,323.4828727,0.38629998,624.9256095,0,8,25,500
16491,288922,2725519,1,3141.166473,370.1772556,0.677717091,525.7064869,0,7,22,500
18355,251477,2569067,0.899762403,2577.493439,271.6601261,0.864649085,221.4434439,1259.428009,4,20,500
16490,289413,2725472,0.74218136,1839.83876,401.3376964,0.629088356,125.0886404,1720.814613,7,35,500
19065,322335,2697979,0.777892018,1664.631285,252.4375279,0.767221454,283.8559233,2534.648201,8,22,500
16785,287078,2713491,1,3141.192139,161.1179758,0,745.2096178,0,13,24,500
19208,285454,2700204,0.992474901,3069.172119,372.7891223,0.648284116,380.6606488,430.4100037,10,24,500
19062,322364,2697810,0.610067869,1387.312103,237.1243752,0.714114427,125.9112797,2805.445703,5,18,500
18816,304089,2670039,0.997289155,3128.974297,377.9257153,0.418561325,373.6973443,364.3376007,11,22,500
16452,295966,2737272,0.516766726,1306.278408,312.8577894,0.575257719,128.2914613,2741.462952,13,39,500
17103,273395,2679856,0.796590375,3078.354004,280.8848281,0.965181605,36.39112919,2341.997986,6,13,500
19708,273586,2606457,0.989589847,2914.91952,502.6289604,0.726262706,413.4464716,975.4957104,6,17,500
17114,273890,2677595,0.97056621,3022.379639,305.6376118,0.920698941,276.13284,1102.857971,9,15,500
18943,288346,2676260,0.986610452,2866.952542,357.6000588,0.87119953,328.7204472,1752.020901,8,22,500
17549,270383,2653019,0.975033526,3141.4299,364.9626684,1.168855034,84.67723021,880.0954895,8,22,500
19615,246888,2563215,1,3141.805588,343.8656915,0.002702616,743.1124962,0,7,17,500
18877,291160,2677390,0.987607506,3141.147049,381.7802199,0.971290456,84.31512348,1014.552994,13,31,500
19541,251331,2560018,1,3141.735397,388.6117589,0.189157085,980.9161023,0,11,27,500
19763,280600,2657972,0.895170555,2451.215992,435.0128721,0.597364151,286.0572292,1771.306807,4,13,500
17726,237388,2583693,0.526565386,2146.049408,361.1703233,0.497848854,1.790443554,2511.312988,7,17,500
18507,274919,2605106,0.967970646,3097.687696,322.4708004,0.50723538,57.11299273,3517.324253,7,23,500
19796,288430,2676271,0.987429451,3059.046315,338.8090508,0.928076256,294.3215978,1790.234245,6,14,500
16560,276850,2717692,1,3141.326843,328.1732178,0.685822145,579.7562139,0,10,25,500
16569,277851,2716585,0.984497329,3064.839741,330.8632557,0.504659525,371.3712366,434.2464767,12,18,500
18800,288632,2674715,0.81552896,2271.84082,398.7879726,1.306813311,168.1596227,1749.140015,7,17,500
16676,279380,2714414,1,3141.293228,232.162098,0.534524226,508.9848472,0,10,25,500
16564,276162,2715440,1,3141.33667,304.44069,0.689304133,522.5698782,0,7,17,500
16562,277798,2716578,0.981441881,3086.490097,330.1300826,0.465761377,339.8440339,606.3748776,13,19,500
16668,279110,2714706,0.987588311,3077.277359,321.6667204,0.739277645,390.7193479,325.8195095,8,20,500
17842,235408,2529798,0.868557607,2786.156185,231.3817827,0,91.7136769,1934.585373,6,14,500
18110,223241,2494630,0.883173734,2660.673048,399.7213706,0.681800083,158.8160878,2450.754471,7,19,500
19776,282837,2658105,0.974083174,2782.792969,400.2220175,1.332603277,307.6907865,836.0910034,7,21,500
16524,290347,2735276,0.770587921,2094.333599,448.2817933,1.003676428,130.8303425,1637.542143,10,26,500
16847,279866,2731434,0.994490155,2951.214306,293.2957235,0.932215116,444.3028575,254.5370941,9,20,500
19069,314443,2689103,1,3140.873535,429.2956998,0.931875528,637.357922,0,6,13,500
18931,303678,2681794,1,3140.994995,406.4873099,0,916.9443009,0,10,18,500
16443,295537,2733322,1,3141.08281,295.2140422,0,1304.071962,0,13,17,500
19706,274559,2605351,0.961146934,2977.014202,341.3008079,0.702875995,173.4100479,3809.387936,11,23,500
17522,269830,2653053,0.995876299,3071.321578,295.9464207,1.194474578,454.6707558,160.4309998,6,15,500
16441,295638,2733993,1,3141.081402,285.6866912,0.337805948,834.6399876,0,8,14,500
19142,297899,2704723,1,3141.059326,313.9151055,0.448418467,579.3740404,0,13,17,500
16567,277578,2715963,1,3141.31728,308.6752176,0.342153087,613.5178913,0,10,17,500
19733,292692,2652526,0.821167674,1871.325968,314.5753884,0.113084764,287.3323872,1878.178208,5,11,500
19080,306818,2683978,1,3140.958733,251.2540093,0.912349958,974.973547,0,13,18,500
16812,290821,2718109,0.998113544,3128.328857,163.2460756,0.606287939,389.778435,327.4149932,17,28,500
17540,269135,2653470,0.904452499,2998.741475,350.4615101,1.400352281,87.33679692,1852.818615,6,12,500
19081,306762,2684482,1,3140.959177,272.5203309,1.157377434,1018.463137,0,6,15,500
18331,250382,2560004,0.991238569,2947.283211,395.611463,0.948546312,441.9185777,237.0399933,10,21,500
17900,238855,2515651,0.986891975,3005.094887,169.6285865,0.194385087,334.953622,490.8308982,6,12,500
19614,246593,2562903,1,3141.810486,365.9985119,0.21662148,692.3511764,0,6,15,500
19346,297056,2732604,0.989062852,2981.115723,307.1583033,0.63037368,414.1771711,290.0480042,15,31,500
19063,320031,2698795,0.920622241,3109.390625,303.4529411,0.863326588,182.2389671,956.7800293,9,16,500
19387,280413,2731696,0.883709319,2648.903595,299.1402611,0.905878853,183.183771,1386.742706,9,24,500
19079,306787,2684004,1,3140.95903,252.7159485,0.886497197,972.9512268,0,14,27,500
16570,277590,2716995,0.977275882,3141.316891,337.2581244,0.04331493,92.6684237,1008.816864,10,19,500
16453,296279,2737382,0.466781736,777.1934204,336.3518099,0.532383581,63.94350913,3446.211891,7,29,500
16675,279413,2714466,0.996908851,3061.374857,237.9056065,0.52887037,453.8407614,127.01581,9,21,500
18201,239775,2515550,0.766710165,2440.213783,217.756717,0.878507661,140.8497877,1604.443054,5,10,500
16868,269866,2714902,1,3141.424561,282.1493793,1.124880712,548.9160125,0,6,10,500
17844,235048,2529205,1,3142.010071,286.9586178,0,703.6241194,0,5,10,500
16869,270156,2713913,1,3141.420654,319.7813537,0.489994911,1164.72669,0,6,14,500
16778,289051,2714959,1,3141.166748,181.5397685,0.17142133,1162.04113,0,6,14,500
19540,251018,2559894,1,3141.740387,382.2892166,0.013446181,1009.960573,0,11,21,500
16788,296681,2723403,0.872926523,2217.812431,231.6146238,0.745542607,273.4503258,1866.847977,14,31,500
17595,243695,2622151,0.828261312,2466.005127,413.9070597,1.379965139,172.1025019,1124.170044,11,16,500
17541,269137,2653558,0.913218173,3017.358289,356.0206548,1.349264807,174.8022282,1407.793716,6,12,500
19214,284847,2698974,1,3141.223908,284.2769729,0.905765943,760.0066794,0,13,18,500
16865,269636,2717228,1,3141.427307,354.3899812,0.445162736,716.8036065,0,10,22,500
16787,296640,2723299,0.879369556,2127.465958,224.2127891,0.89523532,269.2567435,1976.979187,20,38,500
16563,276457,2715515,1,3141.332619,314.0498031,0.69010327,513.3274523,0,10,20,500
18106,223203,2495164,0.881959542,2615.803151,408.6896224,0.683342776,237.4468136,1135.361397,12,23,500
19618,251220,2571115,0.932336006,2469.007896,356.681344,0.000174461,378.2735482,1177.932969,5,13,500
17869,238136,2514971,0.907287146,2623.917191,227.8463081,0.610171368,248.8792455,979.7999878,5,12,500
18108,223519,2493938,0.732789467,1469.213516,461.0904972,0.69295704,215.8367867,2033.990669,9,22,500
19084,307381,2684661,1,3140.952175,319.2926373,0.904465254,535.8325978,0,13,24,500
17895,239126,2515463,0.820373789,2371.253678,152.7515332,0.374715581,169.2790403,1378.642506,7,11,500
18109,223316,2494307,0.785743835,2087.819904,418.5900344,0.720071762,106.2944305,2859.492378,9,25,500
16885,261225,2710129,0.973294672,2936.86084,197.1161968,0.632264612,226.458494,896.776001,4,15,500
16442,295274,2733274,1,3141.085976,276.2425679,0,1090.930926,0,11,16,500
18391,248596,2558716,1,3141.779175,261.4160101,0,1477.390439,0,6,23,500
16870,269560,2716509,1,3141.428467,314.2986294,0.495951239,612.6436737,0,4,16,500
18397,248253,2558945,1,3141.784668,247.1142276,0.292848503,1075.910245,0,4,17,500
19764,280519,2658197,0.730151068,1978.26976,417.439431,0.433995673,143.6696465,1965.578209,11,18,500
18107,223149,2494980,0.948926442,2665.213442,415.8148065,0.685024623,277.6042099,1063.194809,12,27,500
16444,295510,2733441,1,3141.083099,300.6171424,0,1256.595021,0,14,16,500
19619,251483,2571077,0.999681676,3091.338745,353.4557687,0,492.6685896,52.9310989,8,17,500
17735,231901,2582426,0.914537302,2837.817078,356.7532834,0.033451891,23.1041099,1299.713989,3,23,500
17973,232426,2566144,0.553979392,560.5877686,379.9352137,0,31.33231931,2697.120117,1,26,500
16834,260914,2713450,0.907643937,2355.384766,340.5241319,1.209713254,308.659436,1469.232269,3,28,500
16551,271246,2717757,0.774990098,2183.568115,285.4152423,0.650726419,94.02962536,1608.979981,4,27,500
17724,232636,2581861,0.955454872,2630.403565,317.5962302,0.739215626,309.5781961,654.565979,1,31,500
17733,230576,2581408,0.406624267,1087.018066,295.966522,0.41200659,125.2753008,3560.308659,0,32,500
16864,257526,2719446,0.192113597,322.354126,368.1161378,0.634084671,39.83534994,3018.098,2,34,500
18011,221329,2502613,0.888187539,2229.819027,411.908327,0.788640041,250.5375926,1531.380005,7,39,500
17675,223026,2586749,0.701388235,1715.578415,284.8192726,0,86.99870558,1947.261991,3,29,500
16884,255823,2708880,0.998926545,3077.893347,381.961144,0.166347865,474.1886911,85.1923981,3,15,500
17263,264403,2663678,0.742361399,1368.545898,356.6725266,0.421246936,146.535897,2464.653919,4,26,500
17205,256739,2669670,0.875876085,2767.679199,387.3579613,0.897008243,205.1838694,995.4379883,3,23,500
17593,241604,2622464,0.941195793,2633.950623,356.8294193,0.812164852,164.9092964,2955.409172,0,15,500
19494,228589,2553876,0.491286426,1459.524675,367.3669852,0,23.28948972,2778.605814,3,27,500
18703,293213,2652120,0.329736161,702.6792526,343.7464831,0.693083303,77.21718023,2902.632591,5,35,500
18055,219409,2503282,0.683247523,915.7644843,297.7224919,0,50.08471723,3490.971359,3,34,500
18093,221822,2494686,0.664139588,1700.543518,355.1373712,0,105.5659415,3678.711121,3,30,500
17183,259347,2660212,0.954349523,2335.07843,322.6683112,0.262434886,371.1814902,978.5932798,1,25,500
17775,227273,2554290,0.683521987,1440.019775,278.3111707,0.023666244,2.984873308,2581.790039,2,38,500
17741,223896,2568218,0.551313907,1231.476563,263.5044524,0.217058049,51.17242096,2534.580078,3,34,500
19066,322575,2697942,0.588324254,1480.259247,264.268451,0.771722755,142.0373545,2593.6594,7,27,500
17660,224287,2586375,0.856852993,1643.883129,420.7144592,0,350.1041837,1762.247955,4,28,500
18261,251328,2525848,0.416239479,453.0000305,302.4306404,0,150.3160786,3300.31295,7,28,500
17690,223606,2590232,0.67680589,1444.37207,247.8907719,0.176704868,22.43401538,3916.696106,5,38,500
17919,228813,2553731,0.50952384,1133.77948,374.6253222,0,72.24696629,3451.359598,4,29,500
17875,225227,2511699,0.507663657,1251.640702,423.7637992,0.236548968,48.8077058,3099.86351,5,38,500
17473,269386,2654691,0.978752452,2670.223087,368.1915967,0.121416233,445.4332622,453.9320068,5,24,500
17594,241000,2622727,0.52777799,970.8627472,344.1900795,0.879607963,136.6813916,2673.502914,0,18,500
16824,279314,2736705,0.336622755,905.9422607,331.0344685,0.759343833,5.356282406,2473.355698,3,33,500
18013,221773,2502028,0.918431718,2481.770065,370.4447887,0.674020739,181.60315,1839.667557,6,44,500
16539,278782,2729677,0.714900885,1258.539673,269.2736916,0.511628771,242.408579,2419.701351,4,36,500
17527,271857,2656910,1,3141.408203,411.9580641,0.875005464,561.7279115,0,4,24,500
18082,224076,2490081,0.545255625,846.9462777,424.2562551,0.730489382,47.56744383,3126.615618,6,28,500
17621,271853,2647957,0.672684643,1255.451294,293.2358273,0.669800739,214.7975808,2170.860107,2,29,500
17721,231277,2581654,0.332817334,651.2137909,348.7472834,0.313453574,43.53564182,2895.733917,3,29,500
16592,279943,2714925,0.98304381,3030.657819,223.9682777,0.625048662,319.1886971,582.5479107,7,31,500
16830,262119,2712625,1,3141.537109,287.0309598,0.475627687,655.4339056,0,2,26,500
17182,259161,2660222,0.817473688,1723.861771,336.4055998,0.308486597,277.8758776,1393.983767,1,24,500
17357,246599,2637341,1,3141.793457,416.7717219,0.029120351,529.3501572,0,8,29,500
17374,229717,2616182,0.831959966,2553.164185,278.0145431,0.546187687,14.98080103,1827.931946,8,23,500
16875,267972,2717296,0.97423283,2825.91816,308.4199704,1.509430724,317.1634589,718.2412279,3,26,500
17277,262843,2663320,0.863299999,2669.930702,314.2279439,0.21904772,164.8168302,2231.464413,3,20,500
17676,222741,2586681,0.65424565,1607.506134,289.6344074,0.135839825,126.9057793,2275.93701,3,21,500
17186,261377,2661171,0.716584445,1677.386841,334.386047,0.011344626,113.7471362,3234.200012,1,19,500
17365,268297,2654723,0.98552395,2926.778008,310.5577188,0,400.8338316,290.3420029,9,30,500
17184,259595,2660036,0.91750956,2441.718737,285.1483686,0.375419254,288.7015818,877.578003,1,23,500
18078,224422,2490015,0.681928867,1992.868813,401.9774765,0.758343736,83.0284547,2457.318568,8,34,500
16522,289787,2735348,0.668243161,1056.004594,381.509702,1.246157411,3.661018175,3756.689842,5,24,500
16872,268927,2717645,1,3141.437378,334.2861848,0.758815768,540.2260621,0,4,28,500
18321,244707,2511646,0.684928542,1715.640015,381.4104735,0.77682437,110.3336125,2971.580017,1,13,500
18696,289856,2658159,0.772608466,1775.114822,400.9243244,0.525715346,227.6750538,1934.549973,4,28,500
19140,300542,2703979,0.947594432,2427.924564,293.4011052,0.209057506,386.5517257,1925.874672,4,25,500
18618,288661,2659061,0.443176506,1862.208199,433.9002706,1.000846711,10.66799889,4145.531162,0,23,500
18933,302133,2680393,0.608771919,1106.708008,343.1200177,1.000900871,188.0781569,2205.649902,2,24,500
18652,288590,2659314,0.515616044,2037.948744,398.0179279,0.925156413,21.96191206,4017.110169,0,27,500
19237,289892,2699679,1,3141.158936,311.3826533,0.438196568,522.5781545,0,6,34,500
19274,293272,2706649,0.534117311,743.3341675,346.6299929,0,176.835472,2875.129883,4,28,500
18057,219294,2503373,0.632017474,1217.303909,291.6510296,0,108.5250083,3113.860947,2,39,500
18960,309037,2670628,0.702078816,1993.061123,470.2742282,0,137.9508016,2470.693984,12,31,500
18275,248972,2525834,0.950854927,2678.536102,399.7082418,0.782587887,319.6386612,626.026001,2,11,500
18847,291788,2674809,0.947272083,2432.703419,406.2456965,0,381.5760199,953.0526104,9,20,500
18881,302546,2670029,0.547516955,1158.527952,325.0827235,0.691982792,169.7161714,2072.520403,7,25,500
18952,306537,2667747,0.347046616,614.599907,362.2240987,0.131261151,68.35591175,3122.214887,6,26,500
18692,290557,2657984,0.805989731,1665.03936,344.4218122,1.004874455,277.5390009,2254.363203,9,29,500
19640,249225,2526154,0.996827042,2917.040894,434.3469371,0.932707478,467.1472374,313.5776577,3,19,500
18863,307418,2672182,0.632547533,1211.022984,457.4008077,0,200.4647295,2629.434006,5,28,500
18957,310001,2669738,0.181495641,88.9974747,459.5845954,0.63070372,130.5843619,3079.719971,8,24,500
18491,264707,2581753,1,3141.526657,328.4904267,0.638636282,517.2200341,0,3,19,500
18531,274869,2602468,0.932221242,2627.481201,270.5265463,0.299646334,45.27863374,2714.800049,1,15,500
17881,224188,2513043,0.238714055,763.4138946,298.6744982,0.295613171,13.14693476,2159.272034,5,38,500
18356,251179,2569093,0.87187757,2174.878853,315.2711575,1.064054311,144.2828256,1673.138977,4,20,500
18950,306948,2667670,0.156121573,285.3040466,361.3135359,0,20.73659794,2119.602036,2,22,500
18490,264431,2581976,0.75439088,1819.612085,341.7047193,0.738840792,243.9884496,1186.402531,1,18,500
18358,251506,2569703,1,3141.730538,290.4660668,0.358679221,817.5916946,0,7,26,500
18693,290256,2658301,0.942748437,2448.273354,343.7919294,0.814097311,353.0367779,1169.634199,7,28,500
18468,263247,2582658,0.862023605,2018.505737,431.9440081,0.646729449,230.9911314,1250.01001,7,25,500
16521,289478,2735464,0.47003415,767.6080437,369.8500612,0.983001932,5.79161829,4696.331053,2,24,500
18638,286324,2659524,0.816071501,1922.971436,406.5377219,0.689832577,261.3296909,1643.76001,5,33,500
18932,303062,2681470,1,3141.002197,346.2602896,0,776.245214,0,7,22,500
18607,290799,2657754,0.820864477,1841.412758,343.6026795,0.98532768,271.504046,2048.387495,1,19,500
18360,250883,2569985,0.98319516,3117.003399,383.7743733,0.437083125,364.0363459,639.5953827,7,29,500
18886,301816,2669458,0.984142837,2949.912293,351.194598,0.212738144,135.6264669,1093.310015,3,14,500
18467,263093,2584764,0.807581567,1954.116089,461.7322351,0.842961174,291.5975671,1143.050049,0,12,500
18492,264741,2582040,0.962243127,2701.021088,335.1067151,0.687568747,344.0258937,614.6209144,2,16,500
19750,281981,2627106,0.684290365,2080.455688,359.2558107,1.366355851,42.62074548,4817.872925,4,25,500
19271,294361,2703733,1,3141.102539,377.1611406,0.214504675,905.7440184,0,12,25,500
18523,274882,2604984,0.969146164,3116.586567,340.3530786,0.462415218,58.64529594,3287.530052,9,25,500
19213,285669,2698991,0.869169092,2806.111939,248.2811652,1.072128818,172.052917,1779.891405,3,34,500
18335,251568,2559765,1,3141.731689,405.1801724,0.629827702,682.8375627,0,8,28,500
17618,274234,2642663,0.752215714,2267.449707,300.6667884,1.355755348,115.2508709,1531.089966,0,9,500
18876,291520,2677157,0.987607474,3141.142548,363.2702582,1.032558563,198.8354593,1014.552994,12,30,500
16848,280059,2731414,0.911962086,2490.379934,288.388172,0.913754962,288.0636943,851.3130951,10,38,500
18494,266411,2583929,0.959587341,2518.867676,407.9485171,0.51743655,417.309864,606.1069946,2,16,500
18361,250979,2570325,0.948398712,2826.818672,378.8732688,0.149051106,290.2002768,1097.859796,7,23,500
16862,257835,2721738,0.603046232,1040.150967,274.035692,0.862065675,133.1972196,2364.010683,2,19,500
16861,257583,2722197,0.525684452,814.8129272,334.7818664,0.680417112,67.71093517,2744.475221,2,23,500
18740,292657,2676638,1,3141.128418,381.2462623,0.985244764,618.7149728,0,5,26,500
17537,266293,2651439,0.552283815,1544.04419,343.6693268,1.248553893,78.08297585,1708.51001,2,24,500
18475,262313,2585829,0.806156793,2268.84552,348.3213265,0.905831142,209.7589085,1148.07474,3,19,500
18465,262233,2585289,1,3141.562561,343.3081237,0.554459855,591.8957819,0,5,20,500
18080,224620,2490252,0.909446168,2812.00592,367.759978,0.651780687,134.489136,891.9635715,10,21,500
18606,291004,2657417,0.904847308,2251.765198,339.4324022,0.855397141,315.8373654,1541.754662,0,11,500
18862,307035,2671782,0.962807875,2630.156992,463.8885875,0.171595299,375.0717462,869.8068886,8,21,500
